Best trial: 92. Best value: 0.030985: 100%
 100/100 [20:07<00:00, 17.40s/it]
[I 2025-07-30 11:17:58,326] Trial 76 finished with value: 0.03193230104284308 and parameters: {'min_abs_corr': 0.01797170043592039, 'max_pair_corr': 0.933017150199211, 'n_estimators': 1444, 'max_depth': 27, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.5893228262980101, 'bootstrap': False}. Best is trial 73 with value: 0.03127090993420291.
[I 2025-07-30 11:18:13,591] Trial 77 finished with value: 0.03179480083858628 and parameters: {'min_abs_corr': 0.013105845159839978, 'max_pair_corr': 0.9362397570995082, 'n_estimators': 1264, 'max_depth': 29, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.5970118996724013, 'bootstrap': False}. Best is trial 73 with value: 0.03127090993420291.
[I 2025-07-30 11:18:31,656] Trial 78 finished with value: 0.031202341148871632 and parameters: {'min_abs_corr': 0.012998886392564225, 'max_pair_corr': 0.9369603610749802, 'n_estimators': 1270, 'max_depth': 29, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.6465599863691096, 'bootstrap': False}. Best is trial 78 with value: 0.031202341148871632.
[I 2025-07-30 11:18:48,905] Trial 79 finished with value: 0.031053935039363677 and parameters: {'min_abs_corr': 0.010231297585985408, 'max_pair_corr': 0.9311905496192571, 'n_estimators': 1237, 'max_depth': 22, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.6530731735430537, 'bootstrap': False}. Best is trial 79 with value: 0.031053935039363677.
[I 2025-07-30 11:19:09,838] Trial 80 finished with value: 0.03257922373367969 and parameters: {'min_abs_corr': 0.009820755336194456, 'max_pair_corr': 0.9319730466484977, 'n_estimators': 1330, 'max_depth': 21, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.6495217625845957, 'bootstrap': True}. Best is trial 79 with value: 0.031053935039363677.
[I 2025-07-30 11:19:28,387] Trial 81 finished with value: 0.03127274278178787 and parameters: {'min_abs_corr': 0.006485899460898548, 'max_pair_corr': 0.9370486862616906, 'n_estimators': 1234, 'max_depth': 26, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7193820061079437, 'bootstrap': False}. Best is trial 79 with value: 0.031053935039363677.
[I 2025-07-30 11:19:46,902] Trial 82 finished with value: 0.03113554917024482 and parameters: {'min_abs_corr': 0.005798811216939761, 'max_pair_corr': 0.9406741347744091, 'n_estimators': 1238, 'max_depth': 25, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7167579259769166, 'bootstrap': False}. Best is trial 79 with value: 0.031053935039363677.
[I 2025-07-30 11:20:05,932] Trial 83 finished with value: 0.03109683209926404 and parameters: {'min_abs_corr': 0.005533103702393296, 'max_pair_corr': 0.941576112390471, 'n_estimators': 1234, 'max_depth': 23, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7328664284544565, 'bootstrap': False}. Best is trial 79 with value: 0.031053935039363677.
[I 2025-07-30 11:20:24,443] Trial 84 finished with value: 0.030987189031346334 and parameters: {'min_abs_corr': 0.005044511370251167, 'max_pair_corr': 0.9459629506906755, 'n_estimators': 1234, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7108467616494277, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:20:40,361] Trial 85 finished with value: 0.03182857143696384 and parameters: {'min_abs_corr': 0.005402129492004839, 'max_pair_corr': 0.9469963484782152, 'n_estimators': 1234, 'max_depth': 23, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.70895410392755, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:20:59,863] Trial 86 finished with value: 0.03100389198699498 and parameters: {'min_abs_corr': 0.008178998387082012, 'max_pair_corr': 0.9524999254879327, 'n_estimators': 1257, 'max_depth': 26, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7814798082735717, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:21:19,164] Trial 87 finished with value: 0.031092768914834527 and parameters: {'min_abs_corr': 0.0073854848894107945, 'max_pair_corr': 0.9515844875579642, 'n_estimators': 1268, 'max_depth': 26, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7270072654250256, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:21:35,330] Trial 88 finished with value: 0.03199218032360247 and parameters: {'min_abs_corr': 0.007183253694740207, 'max_pair_corr': 0.9519155762072753, 'n_estimators': 1260, 'max_depth': 26, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.7634311412015907, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:21:53,334] Trial 89 finished with value: 0.031106632354575402 and parameters: {'min_abs_corr': 0.011199910503777423, 'max_pair_corr': 0.9615086770599246, 'n_estimators': 1216, 'max_depth': 19, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7243723019188969, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:22:09,602] Trial 90 finished with value: 0.03185857097062193 and parameters: {'min_abs_corr': 0.011455199415402245, 'max_pair_corr': 0.9636487458838355, 'n_estimators': 1204, 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 0.7834570424962783, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:22:29,460] Trial 91 finished with value: 0.031090884296611034 and parameters: {'min_abs_corr': 0.014186531180130756, 'max_pair_corr': 0.9584946769069548, 'n_estimators': 1292, 'max_depth': 23, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7236119467939264, 'bootstrap': False}. Best is trial 84 with value: 0.030987189031346334.
[I 2025-07-30 11:22:48,243] Trial 92 finished with value: 0.030985012281585546 and parameters: {'min_abs_corr': 0.014703683952333072, 'max_pair_corr': 0.9586078162165242, 'n_estimators': 1303, 'max_depth': 23, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.657041125879844, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:23:06,301] Trial 93 finished with value: 0.03106126767425258 and parameters: {'min_abs_corr': 0.014538326382556577, 'max_pair_corr': 0.9592904462012216, 'n_estimators': 1276, 'max_depth': 23, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.660957275810588, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:23:23,322] Trial 94 finished with value: 0.03171474539524714 and parameters: {'min_abs_corr': 0.015080457769643047, 'max_pair_corr': 0.9581791823275413, 'n_estimators': 1311, 'max_depth': 22, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 0.7285067324464415, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:23:40,857] Trial 95 finished with value: 0.03129328180689902 and parameters: {'min_abs_corr': 0.0098832779001156, 'max_pair_corr': 0.9620729909437623, 'n_estimators': 1291, 'max_depth': 17, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.6836494351057913, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:23:56,252] Trial 96 finished with value: 0.03180905360649705 and parameters: {'min_abs_corr': 0.008231010977020035, 'max_pair_corr': 0.9534884492286329, 'n_estimators': 1195, 'max_depth': 23, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.7934882456136814, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:24:16,907] Trial 97 finished with value: 0.03116085594669047 and parameters: {'min_abs_corr': 0.011871195587378182, 'max_pair_corr': 0.9666820311418974, 'n_estimators': 1355, 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7652516063588249, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:24:29,413] Trial 98 finished with value: 0.03365565365728719 and parameters: {'min_abs_corr': 0.015424417027123105, 'max_pair_corr': 0.9553706161601944, 'n_estimators': 1103, 'max_depth': 22, 'min_samples_split': 12, 'min_samples_leaf': 1, 'max_features': 0.6661979071608288, 'bootstrap': False}. Best is trial 92 with value: 0.030985012281585546.
[I 2025-07-30 11:24:49,023] Trial 99 finished with value: 0.03263839539752833 and parameters: {'min_abs_corr': 0.007599003447687399, 'max_pair_corr': 0.950548477581744, 'n_estimators': 1231, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.7379249700282138, 'bootstrap': True}. Best is trial 92 with value: 0.030985012281585546.
Best 5-fold MAE: 0.030985012281585546

Best hyper-parameters:
  min_abs_corr: 0.014703683952333072
  max_pair_corr: 0.9586078162165242
  n_estimators: 1303
  max_depth: 23
  min_samples_split: 3
  min_samples_leaf: 1
  max_features: 0.657041125879844
  bootstrap: False

Final feature count: 121
